OscP5 0.9.9 infos, comments, questions at http://www.sojamo.de/oscP5

### [2018/4/13 13:54:11] PROCESS @ OscP5 stopped.
### [2018/4/13 13:54:11] PROCESS @ UdpClient.openSocket udp socket initialized.
### [2018/4/13 13:54:12] PROCESS @ UdpServer.start() new Unicast DatagramSocket created @ port 5002
### [2018/4/13 13:54:12] PROCESS @ UdpServer.run() UdpServer is running @ 5002
### [2018/4/13 13:54:12] INFO @ OscP5 is running. you (128.206.21.52) are listening @ port 5002
TimeStamp, Alpha, Beta, Delta, Gamma, Theta

2018-04-13 13:54:43.713,=(0.7330851481775915+ 0.8224222154869881+0.5698843569404423+0.6981304776557344)/4,=(0.5984089357022606+ 0.09471517363473285+0.16180873677881996+0.7987398481189304)/4,=(0.6597965854925213+ 1.0292129861475787+0.7817201410195341+0.6888202364543019)/4,=(0.843826668507069+ 0.7685953543974497+0.5666342870216434+0.9119068684145637)/4,=(0.14047971383726182+ -0.14814756984325367+0.029016164879293614+0.27294807729270526)/4,
2018-04-13 13:54:43.838,=(0.7330851481775915+ 0.8224222154869881+0.5698843569404423+0.6981304776557344)/4,=(0.5984089357022606+ 0.09471517363473285+0.16405533802678252+0.7987398481189304)/4,=(0.6597965854925213+ 1.0292129861475787+0.8024591029072677+0.6888202364543019)/4,=(0.843826668507069+ 0.7685953543974497+0.5805880288617599+0.9119068684145637)/4,=(0.14047971383726182+ -0.14814756984325367+0.037650021006619815+0.27294807729270526)/4,
2018-04-13 13:54:43.922,=(0.7330851481775915+ 0.8224222154869881+0.5698843569404423+0.6981304776557344)/4,=(0.5984089357022606+ 0.09471517363473285+0.1805031199826322+0.7987398481189304)/4,=(0.6597965854925213+ 1.0292129861475787+0.8110410515173136+0.6888202364543019)/4,=(0.843826668507069+ 0.7685953543974497+0.5852698853149612+0.9119068684145637)/4,=(0.14047971383726182+ -0.14814756984325367+0.038970034043280935+0.27294807729270526)/4,
2018-04-13 13:54:44.011,=(0.7330851481775915+ 0.8224222154869881+0.5782106774793321+0.6981304776557344)/4,=(0.5984089357022606+ 0.09471517363473285+0.21182603445834544+0.7987398481189304)/4,=(0.6597965854925213+ 1.0292129861475787+0.823117390502184+0.6888202364543019)/4,=(0.843826668507069+ 0.7685953543974497+0.6027504027064325+0.9119068684145637)/4,=(0.14047971383726182+ -0.14814756984325367+0.0341397591683754+0.27294807729270526)/4,
2018-04-13 13:54:44.118,=(0.7330851481775915+ 0.8224222154869881+0.6537245272252182+0.6981304776557344)/4,=(0.5984089357022606+ 0.0882937667617108+0.2550704545598016+0.7987398481189304)/4,=(0.6597965854925213+ 1.0120881771642938+0.863590847723931+0.6888202364543019)/4,=(0.843826668507069+ 0.7698477542223441+0.6590552949635015+0.9119068684145637)/4,=(0.14047971383726182+ -0.15602519615386476+0.02419143431711625+0.27294807729270526)/4,
2018-04-13 13:54:44.222,=(0.7330851481775915+ 0.8224222154869881+0.8102625260865124+0.6981304776557344)/4,=(0.5984089357022606+ 0.07709936518366307+0.30597455406293267+0.7987398481189304)/4,=(0.6597965854925213+ 0.9666640071268046+0.9377557159946889+0.6888202364543019)/4,=(0.843826668507069+ 0.7649357974514833+0.7520069437885455+0.9119068684145637)/4,=(0.14047971383726182+ -0.14676910935570103+0.01263395894014488+0.27294807729270526)/4,
2018-04-13 13:54:44.316,=(0.7330851481775915+ 0.8224222154869881+0.8102625260865124+0.6981304776557344)/4,=(0.5984089357022606+ 0.06128665060118947+0.32193845140682914+0.7987398481189304)/4,=(0.6597965854925213+ 0.909808563715352+0.956404402100013+0.6888202364543019)/4,=(0.843826668507069+ 0.779311683870029+0.7738515934549642+0.9119068684145637)/4,=(0.14047971383726182+ -0.1266698329902978+0.011210495148185182+0.27294807729270526)/4,
2018-04-13 13:54:44.426,=(0.7330851481775915+ 0.8224222154869881+0.8102625260865124+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.33586760193425474+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+0.980057962665175+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.7995054832675951+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.016379580337871687+0.27294807729270526)/4,
2018-04-13 13:54:44.533,=(0.7330851481775915+ 0.8224222154869881+0.8115423354422666+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.3652560981232681+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+1.0453778175401438+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.8477687243388315+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.03888362980542558+0.27294807729270526)/4,
2018-04-13 13:54:44.619,=(0.7330851481775915+ 0.8224222154869881+0.8115423354422666+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.3750222121626441+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+1.069741117724364+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.8599252460707796+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.06898638006130751+0.27294807729270526)/4,
2018-04-13 13:54:44.747,=(0.7330851481775915+ 0.8224222154869881+0.8115423354422666+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.3742710040905416+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+1.066774225686288+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.8528443993425113+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.09887087139031427+0.27294807729270526)/4,
2018-04-13 13:54:44.813,=(0.7330851481775915+ 0.8224222154869881+0.8115423354422666+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.3702447824906408+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+1.0416960666806665+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.826930035817597+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.12081206906954718+0.27294807729270526)/4,
2018-04-13 13:54:44.95,=(0.7330851481775915+ 0.8224222154869881+0.8115423354422666+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.36280734636358025+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+0.995170661444846+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.7758367905149309+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.12836400689555041+0.27294807729270526)/4,
2018-04-13 13:54:45.039,=(0.7330851481775915+ 0.8224222154869881+0.8038086648607031+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.35196555766271326+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+0.9319764450482402+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.7041973879108093+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.12093737001150306+0.27294807729270526)/4,
2018-04-13 13:54:45.125,=(0.7330851481775915+ 0.8224222154869881+0.8025994699079153+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.3401039252365299+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+0.8711962008154245+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.6354750667463492+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.10604680361708331+0.27294807729270526)/4,
2018-04-13 13:54:45.235,=(0.7330851481775915+ 0.8224222154869881+0.8025994699079153+0.6981304776557344)/4,=(0.5984089357022606+ 0.046988684554191265+0.32963529973544214+0.7987398481189304)/4,=(0.6597965854925213+ 0.8922185164618709+0.8424853213337469+0.6888202364543019)/4,=(0.843826668507069+ 0.8371549464408725+0.6023298702020237+0.9119068684145637)/4,=(0.14047971383726182+ -0.10470104500431995+0.0959849528384144+0.27294807729270526)/4,
2018-04-13 13:54:45.316,=(0.7330851481775915+ 0.17313752233926488+0.8025994699079153+0.6981304776557344)/4,=(0.5984089357022606+ 0.028836157195543485+0.33533938433797245+0.7987398481189304)/4,=(0.6597965854925213+ 0.9924607116783367+0.8516159357405972+0.6888202364543019)/4,=(0.843826668507069+ 0.5052946896156346+0.6189135992730428+0.9119068684145637)/4,=(0.14047971383726182+ -0.17151353129560482+0.08912068740962442+0.27294807729270526)/4,
2018-04-13 13:54:45.447,=(0.7330851481775915+ 0.33091309942463276+0.8025994699079153+0.6981304776557344)/4,=(0.5984089357022606+ 0.04806960316615108+0.33795383246515426+0.7987398481189304)/4,=(0.6597965854925213+ 1.1279913496395544+0.8756691373798638+0.6888202364543019)/4,=(0.843826668507069+ 0.6412334930362247+0.6475434292863385+0.9119068684145637)/4,=(0.14047971383726182+ -0.16098350336062173+0.09156279452810469+0.27294807729270526)/4,
2018-04-13 13:54:45.543,=(0.7330851481775915+ 0.40758613806343147+0.8025994699079153+0.6981304776557344)/4,=(0.5984089357022606+ 0.06810983779830905+0.3309400916664508+0.7987398481189304)/4,=(0.6597965854925213+ 1.1989435332767249+0.8948570933868231+0.6888202364543019)/4,=(0.843826668507069+ 0.7151348619991018+0.659455322908854+0.9119068684145637)/4,=(0.14047971383726182+ -0.16138311864575633+0.10358119602446868+0.27294807729270526)/4,
2018-04-13 13:54:45.65,=(0.7330851481775915+ 0.4245632272079442+0.8025994699079153+0.6981304776557344)/4,=(0.5984089357022606+ 0.07810140378678754+0.3058407626331504+0.7987398481189304)/4,=(0.6597965854925213+ 1.2225963971985891+0.8682093590996881+0.6888202364543019)/4,=(0.843826668507069+ 0.7455261711864818+0.6016485640256144+0.9119068684145637)/4,=(0.14047971383726182+ -0.16592556317509244+0.12243369003202578+0.27294807729270526)/4,
2018-04-13 13:54:45.736,=(0.7330851481775915+ 0.44132938731740684+0.563761104666513+0.6981304776557344)/4,=(0.5984089357022606+ 0.07808592051363994+0.24647016530306884+0.7987398481189304)/4,=(0.6597965854925213+ 1.2143193607264413+0.7293411957476809+0.6888202364543019)/4,=(0.843826668507069+ 0.7487794113612724+0.3515819699261424+0.9119068684145637)/4,=(0.14047971383726182+ -0.16889178411308942+0.1451631809745415+0.27294807729270526)/4,
2018-04-13 13:54:45.822,=(0.7330851481775915+ 0.44899193273706706+0.563761104666513+0.6981304776557344)/4,=(0.5984089357022606+ 0.0733247678064885+0.24647016530306884+0.7987398481189304)/4,=(0.6597965854925213+ 1.1894162349956978+0.7293411957476809+0.6888202364543019)/4,=(0.843826668507069+ 0.7367326779166511+0.3515819699261424+0.9119068684145637)/4,=(0.14047971383726182+ -0.17033732845601582+0.1451631809745415+0.27294807729270526)/4,
2018-04-13 13:54:45.929,=(0.7330851481775915+ 0.4594174610106617+0.563761104666513+0.6981304776557344)/4,=(0.5984089357022606+ 0.07092564693310326+0.24647016530306884+0.7987398481189304)/4,=(0.6597965854925213+ 1.1599696127287946+0.7293411957476809+0.6888202364543019)/4,=(0.843826668507069+ 0.7174477115235128+0.3515819699261424+0.9119068684145637)/4,=(0.14047971383726182+ -0.170755342548196+0.1451631809745415+0.27294807729270526)/4,
2018-04-13 13:54:46.036,=(0.7330851481775915+ 0.46284526679464627+0.20182160852832928+0.6981304776557344)/4,=(0.5984089357022606+ 0.0744419403299583+0.1858700645101921+0.7987398481189304)/4,=(0.6597965854925213+ 1.1340062774686341+0.47515115525858487+0.6888202364543019)/4,=(0.843826668507069+ 0.6995653787383422+0.01792866097430548+0.9119068684145637)/4,=(0.14047971383726182+ -0.16926472161519882+0.1442701320509536+0.27294807729270526)/4,
2018-04-13 13:54:46.153,=(0.7330851481775915+ 0.47356054415897125+0.0550553852410347+0.6981304776557344)/4,=(0.5984089357022606+ 0.08298582029450036+0.15210391099950513+0.7987398481189304)/4,=(0.6597965854925213+ 1.111972772525861+0.23130597046204854+0.6888202364543019)/4,=(0.843826668507069+ 0.6881218491269593+-0.2376484379985596+0.9119068684145637)/4,=(0.14047971383726182+ -0.16597781984727264+0.13171626545913148+0.27294807729270526)/4,
2018-04-13 13:54:46.261,=(0.7330851481775915+ 0.480065053475747+0.0550553852410347+0.6981304776557344)/4,=(0.5984089357022606+ 0.09295819992868684+0.13997710362973848+0.7987398481189304)/4,=(0.6597965854925213+ 1.095646743963619+0.12265150920268214+0.6888202364543019)/4,=(0.843826668507069+ 0.6805964243588434+-0.28602703749435+0.9119068684145637)/4,=(0.14047971383726182+ -0.16320320535580965+0.10905583190899926+0.27294807729270526)/4,
2018-04-13 13:54:46.344,=(0.7330851481775915+ 0.48308463361785525+0.3401807447504859+0.6981304776557344)/4,=(0.5984089357022606+ 0.10086032169945283+0.20845414121478026+0.7987398481189304)/4,=(0.6597965854925213+ 1.08290096196711+0.3568557835881014+0.6888202364543019)/4,=(0.843826668507069+ 0.6741374771845954+-0.030544927776070263+0.9119068684145637)/4,=(0.14047971383726182+ -0.16310284342505618+0.029798545628423927+0.27294807729270526)/4,
2018-04-13 13:54:46.452,=(0.7330851481775915+ 0.48308463361785525+0.42218707493268176+0.6981304776557344)/4,=(0.5984089357022606+ 0.10653941869870734+0.27827089642374736+0.7987398481189304)/4,=(0.6597965854925213+ 1.071802518882512+0.5257344594523639+0.6888202364543019)/4,=(0.843826668507069+ 0.6678093111183115+0.1228047456742367+0.9119068684145637)/4,=(0.14047971383726182+ -0.16521410142782506+-0.03709478207649099+0.27294807729270526)/4,
2018-04-13 13:54:46.54,=(0.7330851481775915+ 0.48308463361785525+0.45861807947712385+0.6981304776557344)/4,=(0.5984089357022606+ 0.10849799758776166+0.3426691139833091+0.7987398481189304)/4,=(0.6597965854925213+ 1.0971520574086173+0.6383129011285511+0.6888202364543019)/4,=(0.843826668507069+ 0.6943775060594145+0.21382841830732005+0.9119068684145637)/4,=(0.14047971383726182+ -0.16284129362772418+-0.09116116622805026+0.27294807729270526)/4,
2018-04-13 13:54:46.626,=(0.7330851481775915+ 0.48308463361785525+0.5013036721818135+0.6981304776557344)/4,=(0.5984089357022606+ 0.1150670569950097+0.3884459737578717+0.7987398481189304)/4,=(0.6597965854925213+ 1.117790475198523+0.736484692170046+0.6888202364543019)/4,=(0.843826668507069+ 0.7172640201936725+0.29650513210170587+0.9119068684145637)/4,=(0.14047971383726182+ -0.15962145747706893+-0.15232695684421704+0.27294807729270526)/4,
2018-04-13 13:54:46.783,=(0.7330851481775915+ 0.48308463361785525+0.5906675439658431+0.6981304776557344)/4,=(0.5984089357022606+ 0.12447260237584178+0.4112430996060631+0.7987398481189304)/4,=(0.6597965854925213+ 1.1222769444019607+0.8212105975527099+0.6888202364543019)/4,=(0.843826668507069+ 0.7269417356695228+0.43788467531162295+0.9119068684145637)/4,=(0.14047971383726182+ -0.15925604285647482+-0.24859112991380655+0.27294807729270526)/4,
2018-04-13 13:54:46.87,=(0.7330851481775915+ 0.48308463361785525+0.6666658652507887+0.6981304776557344)/4,=(0.5984089357022606+ 0.13167031637200388+0.3770067928053983+0.7987398481189304)/4,=(0.6597965854925213+ 1.097402487070242+0.9143044113297981+0.6888202364543019)/4,=(0.843826668507069+ 0.7145049567520904+0.6133926598561642+0.9119068684145637)/4,=(0.14047971383726182+ -0.1629458665057242+-0.2279846180456342+0.27294807729270526)/4,
2018-04-13 13:54:46.956,=(0.7330851481775915+ 0.48308463361785525+0.6953055559446194+0.6981304776557344)/4,=(0.5984089357022606+ 0.13306497409624266+0.35041802996174715+0.7987398481189304)/4,=(0.6597965854925213+ 1.04072373597745+1.0118576006116702+0.6888202364543019)/4,=(0.843826668507069+ 0.6805112508369418+0.7525807291253308+0.9119068684145637)/4,=(0.14047971383726182+ -0.1673449558430447+-0.20844042582670672+0.27294807729270526)/4,
2018-04-13 13:54:47.043,=(0.7330851481775915+ 0.4683106435727816+0.6953055559446194+0.6981304776557344)/4,=(0.5984089357022606+ 0.13039119940561528+0.33348294972417303+0.7987398481189304)/4,=(0.6597965854925213+ 0.9601274095359179+1.0787124381156759+0.6888202364543019)/4,=(0.843826668507069+ 0.6331270182056153+0.8254365476042943+0.9119068684145637)/4,=(0.14047971383726182+ -0.16778699399110192+-0.20012639553581446+0.27294807729270526)/4,
2018-04-13 13:54:47.129,=(0.7330851481775915+ 0.8794502116586967+0.6953055559446194+0.6981304776557344)/4,=(0.5984089357022606+ 0.12355875728170314+0.3207727438147949+0.7987398481189304)/4,=(0.6597965854925213+ 1.0331291235567173+1.1012923805058712+0.6888202364543019)/4,=(0.843826668507069+ 0.8127323772796987+0.8404867282998036+0.9119068684145637)/4,=(0.14047971383726182+ -0.155440896644778+-0.2046268992110426+0.27294807729270526)/4,
2018-04-13 13:54:47.295,=(0.7330851481775915+ 0.8788115523464719+0.6953055559446194+0.6981304776557344)/4,=(0.5984089357022606+ 0.12867489362090695+0.30886416844013664+0.7987398481189304)/4,=(0.6597965854925213+ 1.0507270448129526+1.0916049675862056+0.6888202364543019)/4,=(0.843826668507069+ 0.854476121383182+0.8200166793560342+0.9119068684145637)/4,=(0.14047971383726182+ -0.1459544068490091+-0.211061932585428+0.27294807729270526)/4,
2018-04-13 13:54:47.372,=(0.7330851481775915+ 0.8779996309245574+0.6953055559446194+0.6981304776557344)/4,=(0.5984089357022606+ 0.1437762059930953+0.2947566751889698+0.7987398481189304)/4,=(0.6597965854925213+ 1.0542574038068533+1.0701232028695675+0.6888202364543019)/4,=(0.843826668507069+ 0.8489770847252549+0.7900090009340486+0.9119068684145637)/4,=(0.14047971383726182+ -0.14200824565268738+-0.2050295090445808+0.27294807729270526)/4,
2018-04-13 13:54:47.48,=(0.7330851481775915+ 0.8760148697194287+0.6953977667234453+0.6981304776557344)/4,=(0.5984089357022606+ 0.15431923435414022+0.2789821680350118+0.7987398481189304)/4,=(0.6597965854925213+ 1.0821066816311156+1.059418977391511+0.6888202364543019)/4,=(0.843826668507069+ 0.8785216543115437+0.77851611413158+0.9119068684145637)/4,=(0.14047971383726182+ -0.13810840996722984+-0.1823695600920867+0.27294807729270526)/4,
2018-04-13 13:54:47.568,=(0.7330851481775915+ 0.8728994417677438+0.7454342254826731+0.6981304776557344)/4,=(0.5984089357022606+ 0.16053519262114932+0.2622511871411103+0.7987398481189304)/4,=(0.6597965854925213+ 1.1159509159026597+1.096053119730105+0.6888202364543019)/4,=(0.843826668507069+ 0.9151567068341446+0.8175985666511942+0.9119068684145637)/4,=(0.14047971383726182+ -0.13579821176898+-0.15436723119617018+0.27294807729270526)/4,
2018-04-13 13:54:47.653,=(0.7330851481775915+ 0.8663726322923749+0.7454342254826731+0.6981304776557344)/4,=(0.5984089357022606+ 0.15939611017877423+0.2622511871411103+0.7987398481189304)/4,=(0.6597965854925213+ 1.1557860132687539+1.096053119730105+0.6888202364543019)/4,=(0.843826668507069+ 0.955313842005847+0.8175985666511942+0.9119068684145637)/4,=(0.14047971383726182+ -0.13653993261810565+-0.15436723119617018+0.27294807729270526)/4,
2018-04-13 13:54:47.763,=(0.7330851481775915+ 0.8644472385778961+0.7454342254826731+0.6981304776557344)/4,=(0.5984089357022606+ 0.15133829600010085+0.2622511871411103+0.7987398481189304)/4,=(0.6597965854925213+ 1.1995067003326283+1.096053119730105+0.6888202364543019)/4,=(0.843826668507069+ 1.0029931351956693+0.8175985666511942+0.9119068684145637)/4,=(0.14047971383726182+ -0.13761157665995183+-0.15436723119617018+0.27294807729270526)/4,
2018-04-13 13:54:47.868,=(0.7330851481775915+ 0.8644472385778961+0.7440434624297955+0.6981304776557344)/4,=(0.5984089357022606+ 0.14045981551881745+0.24421344602349773+0.7987398481189304)/4,=(0.6597965854925213+ 1.2536869451020447+1.1156503189768656+0.6888202364543019)/4,=(0.843826668507069+ 1.0657986654724658+0.8403572455785558+0.9119068684145637)/4,=(0.14047971383726182+ -0.13176920344042797+-0.14428672218061062+0.27294807729270526)/4,
2018-04-13 13:54:47.983,=(0.7330851481775915+ 0.8644472385778961+0.7304447234728317+0.6981304776557344)/4,=(0.5984089357022606+ 0.14045981551881745+0.21746139072535464+0.7987398481189304)/4,=(0.6597965854925213+ 1.2536869451020447+1.1370132531328845+0.6888202364543019)/4,=(0.843826668507069+ 1.0657986654724658+0.8669866973408922+0.9119068684145637)/4,=(0.14047971383726182+ -0.13176920344042797+-0.1350400383552713+0.27294807729270526)/4,
2018-04-13 13:54:48.092,=(0.7330851481775915+ 0.8644472385778961+0.6991081624033499+0.6981304776557344)/4,=(0.5984089357022606+ 0.14045981551881745+0.18286839273997635+0.7987398481189304)/4,=(0.6597965854925213+ 1.2536869451020447+1.1629787170857349+0.6888202364543019)/4,=(0.843826668507069+ 1.0657986654724658+0.8991457056881005+0.9119068684145637)/4,=(0.14047971383726182+ -0.13176920344042797+-0.12493897897155998+0.27294807729270526)/4,
2018-04-13 13:54:48.178,=(0.7330851481775915+ 0.8644472385778961+0.6904454691567756+0.6981304776557344)/4,=(0.5984089357022606+ 0.14045981551881745+0.1508225260768273+0.7987398481189304)/4,=(0.6597965854925213+ 1.2536869451020447+1.1885179245041346+0.6888202364543019)/4,=(0.843826668507069+ 1.0657986654724658+0.9329260521530399+0.9119068684145637)/4,=(0.14047971383726182+ -0.13176920344042797+-0.1138907475347501+0.27294807729270526)/4,
2018-04-13 13:54:48.261,=(0.7330851481775915+ 0.8644472385778961+0.6900430252581361+0.6981304776557344)/4,=(0.5984089357022606+ 0.14045981551881745+0.13394721570358517+0.7987398481189304)/4,=(0.6597965854925213+ 1.2536869451020447+1.2076774686897953+0.6888202364543019)/4,=(0.843826668507069+ 1.0657986654724658+0.9525036503209823+0.9119068684145637)/4,=(0.14047971383726182+ -0.13176920344042797+-0.10441389094406722+0.27294807729270526)/4,
2018-04-13 13:54:48.368,=(0.7330851481775915+ 0.8644472385778961+0.688578938750148+0.6981304776557344)/4,=(0.5984089357022606+ 0.14045981551881745+0.13193525520930605+0.7987398481189304)/4,=(0.6597965854925213+ 1.2536869451020447+1.207688547285481+0.6888202364543019)/4,=(0.843826668507069+ 1.0657986654724658+0.9386770886440772+0.9119068684145637)/4,=(0.14047971383726182+ -0.13176920344042797+-0.09988924445986881+0.27294807729270526)/4,
2018-04-13 13:54:48.476,=(0.7330851481775915+ 0.8644472385778961+0.6563595197663539+0.6981304776557344)/4,=(0.5984089357022606+ 0.12272142378454112+0.14109416730988047+0.7987398481189304)/4,=(0.6597965854925213+ 1.2443385765304777+1.1593427595162369+0.6888202364543019)/4,=(0.843826668507069+ 1.0521594313946883+0.8975406305093201+0.9119068684145637)/4,=(0.14047971383726182+ 0.0012192005908114112+-0.05502102827711741+0.27294807729270526)/4,
2018-04-13 13:54:48.635,=(0.7330851481775915+ 0.8644472385778961+0.7833305937022335+0.6981304776557344)/4,=(0.5984089357022606+ 0.13143947120729446+0.14644648187633624+0.7987398481189304)/4,=(0.6597965854925213+ 1.2289997865161395+1.1600133842536717+0.6888202364543019)/4,=(0.843826668507069+ 1.004130502486016+0.9581406355625544+0.9119068684145637)/4,=(0.14047971383726182+ 0.04190792134203525+-0.008055173722125436+0.27294807729270526)/4,
2018-04-13 13:54:48.699,=(0.7330851481775915+ 0.46645478076274605+0.9220088337147093+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.15937712942237872+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.2355747762393066+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.0999109895066133+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.047473272415963275+0.27294807729270526)/4,
2018-04-13 13:54:48.807,=(0.7330851481775915+ 0.46645478076274605+0.927262879615431+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.2029469214255821+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.3347893234548898+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.2283787450141586+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.11169332125294931+0.27294807729270526)/4,
2018-04-13 13:54:48.891,=(0.7330851481775915+ 0.46645478076274605+0.9276205649362236+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.29528037332445095+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.4074840625952414+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.3024005035629123+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.17811908930776613+0.27294807729270526)/4,
2018-04-13 13:54:48.976,=(0.7330851481775915+ 0.46645478076274605+0.9321461815338009+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.4126976342553898+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.4363782514732064+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.3232899336879052+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.2373475674348636+0.27294807729270526)/4,
2018-04-13 13:54:49.083,=(0.7330851481775915+ 0.46645478076274605+0.9329819321747863+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.5160789393340617+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.4054160039258334+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.2950002346924454+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.2826216327024597+0.27294807729270526)/4,
2018-04-13 13:54:49.202,=(0.7330851481775915+ 0.46645478076274605+0.9348414184869214+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.5400328160806207+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.3637067750314944+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.2482843052016115+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.2865573540385638+0.27294807729270526)/4,
2018-04-13 13:54:49.308,=(0.7330851481775915+ 0.46645478076274605+0.9462041376248875+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.5359341018576453+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.3333309311710286+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.2239534548435915+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.27148289151034044+0.27294807729270526)/4,
2018-04-13 13:54:49.396,=(0.7330851481775915+ 0.46645478076274605+0.9607266518991279+0.6981304776557344)/4,=(0.5984089357022606+ 0.14585768581413205+0.5189395941148379+0.7987398481189304)/4,=(0.6597965854925213+ 1.0763007650246081+1.3238140009111463+0.6888202364543019)/4,=(0.843826668507069+ 0.7568065922840048+1.235245920744604+0.9119068684145637)/4,=(0.14047971383726182+ 0.06918424348355634+0.24591440403175815+0.27294807729270526)/4,
2018-04-13 13:54:49.483,=(0.7330851481775915+ 0.15855854446284762+0.9915338457930793+0.6981304776557344)/4,=(0.5984089357022606+ 0.1962083922263663+0.5020725426846359+0.7987398481189304)/4,=(0.6597965854925213+ 1.1077098347760332+1.3354772454111958+0.6888202364543019)/4,=(0.843826668507069+ 0.6482462856799894+1.272026806763676+0.9119068684145637)/4,=(0.14047971383726182+ 0.11154709080854334+0.22195518335191305+0.27294807729270526)/4,
2018-04-13 13:54:49.568,=(0.7330851481775915+ 0.22751635744086415+1.0913305754813887+0.6981304776557344)/4,=(0.5984089357022606+ 0.206735073585103+0.49118348689167085+0.7987398481189304)/4,=(0.6597965854925213+ 1.1901068016446612+1.3625834876333223+0.6888202364543019)/4,=(0.843826668507069+ 0.7235522788882615+1.3103400687810562+0.9119068684145637)/4,=(0.14047971383726182+ 0.08537001384450385+0.21094616081045472+0.27294807729270526)/4,
