OscP5 0.9.9 infos, comments, questions at http://www.sojamo.de/oscP5

### [2018/4/13 13:54:11] PROCESS @ OscP5 stopped.
### [2018/4/13 13:54:11] PROCESS @ UdpClient.openSocket udp socket initialized.
### [2018/4/13 13:54:12] PROCESS @ UdpServer.start() new Unicast DatagramSocket created @ port 5002
### [2018/4/13 13:54:12] PROCESS @ UdpServer.run() UdpServer is running @ 5002
### [2018/4/13 13:54:12] INFO @ OscP5 is running. you (128.206.21.52) are listening @ port 5002
TimeStamp, Alpha, Beta, Delta, Gamma, Theta

2018-04-13 13:54:26.053,=(0.4384034738835625+ 0.41319170885399575+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.32946892689005086+0.6470076719343483+0.7037317767740455)/4,=(0.3788734657170379+ 1.2331568115988651+1.268317555894496+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8737235489922747+1.2065918065764287+0.02764427794051031)/4,=(0.37416993149333594+ 0.1537797169054059+0.5399420569545667+0.2868814874637888)/4,
2018-04-13 13:54:26.159,=(0.4384034738835625+ 0.41319170885399575+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.32946892689005086+0.6311165828432707+0.7037317767740455)/4,=(0.3788734657170379+ 1.2331568115988651+1.2347041896580955+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8737235489922747+1.1659381173912284+0.02764427794051031)/4,=(0.37416993149333594+ 0.1537797169054059+0.5235888873665657+0.2868814874637888)/4,
2018-04-13 13:54:26.245,=(0.4384034738835625+ 0.41319170885399575+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.32946892689005086+0.6311165828432707+0.7037317767740455)/4,=(0.3788734657170379+ 1.2331568115988651+1.2347041896580955+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8737235489922747+1.1659381173912284+0.02764427794051031)/4,=(0.37416993149333594+ 0.1537797169054059+0.5235888873665657+0.2868814874637888)/4,
2018-04-13 13:54:26.331,=(0.4384034738835625+ 0.41319170885399575+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.32946892689005086+0.6311165828432707+0.7037317767740455)/4,=(0.3788734657170379+ 1.2331568115988651+1.2347041896580955+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8737235489922747+1.1659381173912284+0.02764427794051031)/4,=(0.37416993149333594+ 0.1537797169054059+0.5235888873665657+0.2868814874637888)/4,
2018-04-13 13:54:26.421,=(0.4384034738835625+ 0.6758802253985958+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.34242257113409547+0.6311165828432707+0.7037317767740455)/4,=(0.3788734657170379+ 1.2983235935993362+1.2347041896580955+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9032600794813677+1.1659381173912284+0.02764427794051031)/4,=(0.37416993149333594+ 0.18466919784073113+0.5235888873665657+0.2868814874637888)/4,
2018-04-13 13:54:26.505,=(0.4384034738835625+ 0.6758802253985958+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.34242257113409547+0.6311165828432707+0.7037317767740455)/4,=(0.3788734657170379+ 1.2983235935993362+1.2347041896580955+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9032600794813677+1.1659381173912284+0.02764427794051031)/4,=(0.37416993149333594+ 0.18466919784073113+0.5235888873665657+0.2868814874637888)/4,
2018-04-13 13:54:26.675,=(0.4384034738835625+ 0.6758802253985958+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.3572830340310124+0.6311165828432707+0.7037317767740455)/4,=(0.3788734657170379+ 1.3381078795133787+1.2347041896580955+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9430574486206307+1.1659381173912284+0.02764427794051031)/4,=(0.37416993149333594+ 0.16529584472205278+0.5235888873665657+0.2868814874637888)/4,
2018-04-13 13:54:26.768,=(0.4384034738835625+ 0.6758802253985958+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.37092766500446617+0.6451142302834045+0.7037317767740455)/4,=(0.3788734657170379+ 1.3824060204830804+1.2783489345203136+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9874138421720986+1.2104944874830075+0.02764427794051031)/4,=(0.37416993149333594+ 0.13985782860163087+0.5224077939746385+0.2868814874637888)/4,
2018-04-13 13:54:26.839,=(0.4384034738835625+ 0.6758802253985958+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.3793247686220111+0.6620030917006041+0.7037317767740455)/4,=(0.3788734657170379+ 1.4280368905275087+1.327044935626645+0.39016536359660486)/4,=(-0.07968806851632837+ 1.034735483772796+1.257080336989462+0.02764427794051031)/4,=(0.37416993149333594+ 0.122621849100063+0.5209814899057599+0.2868814874637888)/4,
2018-04-13 13:54:26.945,=(0.4384034738835625+ 0.6758802253985958+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.37829715095193356+0.6770021592165684+0.7037317767740455)/4,=(0.3788734657170379+ 1.4708743782592024+1.3723861934484192+0.39016536359660486)/4,=(-0.07968806851632837+ 1.075073804166399+1.2951563982021457+0.02764427794051031)/4,=(0.37416993149333594+ 0.12895010597034423+0.5193585435629147+0.2868814874637888)/4,
2018-04-13 13:54:27.033,=(0.4384034738835625+ 0.7086648711486964+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.3604475170867542+0.6785758357064834+0.7037317767740455)/4,=(0.3788734657170379+ 1.4575699748163145+1.397254543545582+0.39016536359660486)/4,=(-0.07968806851632837+ 1.036710830174219+1.301334058754124+0.02764427794051031)/4,=(0.37416993149333594+ 0.14399864526677808+0.5098961361250397+0.2868814874637888)/4,
2018-04-13 13:54:27.138,=(0.4384034738835625+ 0.7086648711486964+1.2271260009845135+0.17707664047575436)/4,=(0.6635679139233913+ 0.35485869910914886+0.654512067188038+0.7037317767740455)/4,=(0.3788734657170379+ 1.4027423560811354+1.3795465067105008+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9395974989126419+1.2497253353600732+0.02764427794051031)/4,=(0.37416993149333594+ 0.15746072852537327+0.48529038648137013+0.2868814874637888)/4,
2018-04-13 13:54:27.295,=(0.4384034738835625+ 0.7086648711486964+1.1400098474499514+0.17707664047575436)/4,=(0.6635679139233913+ 0.3638152826988258+0.7293152762955953+0.7037317767740455)/4,=(0.3788734657170379+ 1.3176482780079668+1.2540983289998138+0.39016536359660486)/4,=(-0.07968806851632837+ 0.785020477848503+1.0814962872697704+0.02764427794051031)/4,=(0.37416993149333594+ 0.15365654763549483+0.4948937192944604+0.2868814874637888)/4,
2018-04-13 13:54:27.359,=(0.4384034738835625+ 0.7086648711486964+0.905292302365466+0.17707664047575436)/4,=(0.6635679139233913+ 0.3773697675295291+0.7540617308349009+0.7037317767740455)/4,=(0.3788734657170379+ 1.2221739500206676+1.0626501361785616+0.39016536359660486)/4,=(-0.07968806851632837+ 0.6070232399885095+0.8588517464508573+0.02764427794051031)/4,=(0.37416993149333594+ 0.12763861988116773+0.48910913834560343+0.2868814874637888)/4,
2018-04-13 13:54:27.469,=(0.4384034738835625+ 0.7086648711486964+0.5762552831900946+0.17707664047575436)/4,=(0.6635679139233913+ 0.3818554643485423+0.7461254251169175+0.7037317767740455)/4,=(0.3788734657170379+ 1.1386507459646105+0.8508679144624594+0.39016536359660486)/4,=(-0.07968806851632837+ 0.47733785873666673+0.6509735535024345+0.02764427794051031)/4,=(0.37416993149333594+ 0.08664572845285697+0.4630873664481273+0.2868814874637888)/4,
2018-04-13 13:54:27.554,=(0.4384034738835625+ 0.7086648711486964+0.43647796852246873+0.17707664047575436)/4,=(0.6635679139233913+ 0.36914988494947104+0.7242199427265926+0.7037317767740455)/4,=(0.3788734657170379+ 1.0804705732153739+0.6927265729833288+0.39016536359660486)/4,=(-0.07968806851632837+ 0.42686920348366425+0.5416495091380877+0.02764427794051031)/4,=(0.37416993149333594+ 0.04280386362391475+0.4299690036976477+0.2868814874637888)/4,
2018-04-13 13:54:27.66,=(0.4384034738835625+ 0.7086648711486964+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.34302193043875595+0.6961797539310588+0.7037317767740455)/4,=(0.3788734657170379+ 1.029106265688322+0.6143072426933401+0.39016536359660486)/4,=(-0.07968806851632837+ 0.373808947677057+0.5040116441559764+0.02764427794051031)/4,=(0.37416993149333594+ 0.006975916982884376+0.4079755845218209+0.2868814874637888)/4,
2018-04-13 13:54:27.746,=(0.4384034738835625+ 0.7086648711486964+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.3127277669646122+0.6342493763391832+0.7037317767740455)/4,=(0.3788734657170379+ 0.9814965441113409+0.5442115620633906+0.39016536359660486)/4,=(-0.07968806851632837+ 0.32947501741089225+0.4325570152268485+0.02764427794051031)/4,=(0.37416993149333594+ -0.024286932600130134+0.378940003307201+0.2868814874637888)/4,
2018-04-13 13:54:27.885,=(0.4384034738835625+ 0.7086648711486964+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.2814457893332867+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 0.9420971319898502+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ 0.29490778369023796+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.048464092054603634+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:27.971,=(0.4384034738835625+ 0.3273331254855885+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.22598324201863906+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 0.6487110274638116+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ -0.14146503141490144+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.16521359072521077+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.058,=(0.4384034738835625+ 0.3680209117214847+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.19987820097606993+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 0.7085776794900931+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ -0.11586910723968379+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.17961819524367262+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.162,=(0.4384034738835625+ 0.428364400704419+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.18162468671949705+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 0.8191383697236438+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ -0.04429626939172146+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.1955945152313665+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.269,=(0.4384034738835625+ 0.4793182841659783+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.1711209434764812+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 0.9370781898289811+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ 0.0667789981997511+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.2114767893511807+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.374,=(0.4384034738835625+ 0.5082174403331954+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.1645675978165071+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 1.0256480869620996+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ 0.17517416295140562+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.22574520209057566+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.472,=(0.4384034738835625+ 0.51041568215478+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.15717210265163367+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 1.0722694463422402+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ 0.24805432267447425+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.238627263457632+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.58,=(0.4384034738835625+ 0.46516175354064543+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.13363323401731467+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 1.0852531190257004+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ 0.26931161112112134+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.27691185174373406+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.688,=(0.4384034738835625+ 0.4403622067438031+0.4398962477589832+0.17707664047575436)/4,=(0.6635679139233913+ 0.09748176625480545+0.5829481931317849+0.7037317767740455)/4,=(0.3788734657170379+ 1.0868149230534507+0.5230482350237934+0.39016536359660486)/4,=(-0.07968806851632837+ 0.2876266245212642+0.3837635492243695+0.02764427794051031)/4,=(0.37416993149333594+ -0.3118409136779105+0.3508966318460816+0.2868814874637888)/4,
2018-04-13 13:54:28.794,=(0.4384034738835625+ 0.4278002363497468+0.35072187795194726+0.17707664047575436)/4,=(0.6635679139233913+ 0.05426183202018868+0.4248742685347985+0.7037317767740455)/4,=(0.3788734657170379+ 1.0781728120121872+0.3447956491968261+0.39016536359660486)/4,=(-0.07968806851632837+ 0.31672461323003004+0.182003872709097+0.02764427794051031)/4,=(0.37416993149333594+ -0.3391221179487582+0.27433387464262193+0.2868814874637888)/4,
2018-04-13 13:54:28.9,=(0.4384034738835625+ 0.4313831252782075+0.20807254080243473+0.17707664047575436)/4,=(0.6635679139233913+ 0.014398226974084237+0.236449095942783+0.7037317767740455)/4,=(0.3788734657170379+ 1.0738600819264297+0.1762092850492054+0.39016536359660486)/4,=(-0.07968806851632837+ 0.3681251643853724+-0.09095263806649638+0.02764427794051031)/4,=(0.37416993149333594+ -0.35699207293373375+0.20125611451473402+0.2868814874637888)/4,
2018-04-13 13:54:28.966,=(0.4384034738835625+ 0.58179345741908+0.06731517011733346+0.17707664047575436)/4,=(0.6635679139233913+ -0.01139630359944356+0.08734519949969749+0.7037317767740455)/4,=(0.3788734657170379+ 1.0961760202875133+0.07412185681319716+0.39016536359660486)/4,=(-0.07968806851632837+ 0.45007057719212046+-0.33181327412465034+0.02764427794051031)/4,=(0.37416993149333594+ -0.36636663964202737+0.16864923705291388+0.2868814874637888)/4,
2018-04-13 13:54:29.102,=(0.4384034738835625+ 0.7365910275502343+0.62762959362288+0.17707664047575436)/4,=(0.6635679139233913+ -0.01648887153835518+-0.02405622025119981+0.7037317767740455)/4,=(0.3788734657170379+ 1.1502082968276868+0.7947892399399619+0.39016536359660486)/4,=(-0.07968806851632837+ 0.5567808898361406+0.3727495940903328+0.02764427794051031)/4,=(0.37416993149333594+ -0.36866687567846423+0.07951405153433251+0.2868814874637888)/4,
2018-04-13 13:54:29.208,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ -0.025739030512481643+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.177509100644063+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.5850245480222961+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.3669727992404381+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.295,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ -0.023076739615417476+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.2082470068306512+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.6147878402096141+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.3632101133751095+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.399,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ -0.010975507357439846+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.2403704974434222+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.6454622770792994+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.36323298187216274+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.505,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ 0.005729858585788033+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.2685057419054309+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.6769414915014755+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.3667721758358775+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.59,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ 0.022974292425919886+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.2842766931224812+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.7082142670010307+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.3676324390976396+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.705,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ 0.03437764743303127+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.2750193092408122+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.7329598984465916+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.3615718159390501+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.835,=(0.4384034738835625+ 0.7315008221340462+0.7295982009228494+0.17707664047575436)/4,=(0.6635679139233913+ 0.036133560897031514+-0.04836174623516297+0.7037317767740455)/4,=(0.3788734657170379+ 1.2310742172042544+1.1648986028976993+0.39016536359660486)/4,=(-0.07968806851632837+ 0.7436957703680184+0.7490613003176568+0.02764427794051031)/4,=(0.37416993149333594+ -0.3498613988559514+-0.0358761628759305+0.2868814874637888)/4,
2018-04-13 13:54:29.886,=(0.4384034738835625+ 0.7313832882070714+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.031239445640597222+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.1555314251171656+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.7408597891845172+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.3347996418196331+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:29.982,=(0.4384034738835625+ 0.7446836289037378+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.011273415671804048+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.05457283507553+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.6871148279861811+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.3316464465567632+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.091,=(0.4384034738835625+ 0.7467422609177755+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.004493935713216951+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 0.9925158883784634+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.6526019555377288+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.3248782216942506+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.197,=(0.4384034738835625+ 0.7709301833250988+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.006131248689923095+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 0.984848795762402+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.665667898885152+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.31733443763653424+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.312,=(0.4384034738835625+ 0.819107856834137+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.008973434206466702+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.042752458878529+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.747204461660252+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.2981316035816326+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.421,=(0.4384034738835625+ 0.8917760650353534+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.005270965111477543+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.135700522410663+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8734528464216884+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.2576369719993471+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.505,=(0.4384034738835625+ 0.9262925416277022+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ -0.009170828322545397+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.2039999271914326+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9798328564713567+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.20273842917680043+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.609,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ -0.028279843416916355+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.20047850850404+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 1.0249722270591637+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.14715526849780028+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.714,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.012264050548367234+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.1992790085185412+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 1.0295306142554235+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.11495193786453506+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.805,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.062036235639350824+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.1695703466039946+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 1.0006877408880948+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.07724901559330902+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:30.942,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.1065937089083736+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.1319819854082067+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9623426199231783+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ -0.03469088094129738+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:31.009,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.13876799593892503+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.0957080086338042+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9246210186696922+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ 0.0020181693407144733+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:31.119,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.1608801639192282+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.0617947932452654+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8900001059731882+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ 0.02618740874341593+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:31.224,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.1770045769648668+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.0306567881403326+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8575495916060816+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ 0.03932350044836561+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:31.318,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.1890952616730864+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.0086668199382878+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8295668257802373+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ 0.04716700340245868+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:31.497,=(0.4384034738835625+ 0.8949407346933046+0.7249398518884358+0.17707664047575436)/4,=(0.6635679139233913+ 0.1890952616730864+0.03471666007833397+0.7037317767740455)/4,=(0.3788734657170379+ 1.0086668199382878+1.3229307994414512+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8295668257802373+0.8583503185713518+0.02764427794051031)/4,=(0.37416993149333594+ 0.04716700340245868+-0.4282179107840331+0.2868814874637888)/4,
2018-04-13 13:54:31.562,=(0.4384034738835625+ 0.8949407346933046+0.6613554091651034+0.17707664047575436)/4,=(0.6635679139233913+ 0.20590211299093128+0.6021589928119545+0.7037317767740455)/4,=(0.3788734657170379+ 1.0162402281276122+0.3853513286024513+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8566107943523003+0.42210881314867105+0.02764427794051031)/4,=(0.37416993149333594+ 0.06928590536000187+0.40150404835541026+0.2868814874637888)/4,
2018-04-13 13:54:31.623,=(0.4384034738835625+ 0.8949407346933046+0.8994073542640744+0.17707664047575436)/4,=(0.6635679139233913+ 0.22379964875061584+0.6703410894608115+0.7037317767740455)/4,=(0.3788734657170379+ 1.029126446415814+0.5479651486868544+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8851565068926979+0.7147971637512633+0.02764427794051031)/4,=(0.37416993149333594+ 0.09247621967893017+0.4357052825319002+0.2868814874637888)/4,
2018-04-13 13:54:31.753,=(0.4384034738835625+ 0.8949407346933046+1.0052668917212373+0.17707664047575436)/4,=(0.6635679139233913+ 0.243189532988255+0.7334431871490782+0.7037317767740455)/4,=(0.3788734657170379+ 1.045801480034377+0.7260966634495603+0.39016536359660486)/4,=(-0.07968806851632837+ 0.9068164100649376+0.8955040709703028+0.02764427794051031)/4,=(0.37416993149333594+ 0.11587063745864838+0.4489892267869099+0.2868814874637888)/4,
2018-04-13 13:54:31.814,=(0.4384034738835625+ 0.8949407346933046+1.0052668917212373+0.17707664047575436)/4,=(0.6635679139233913+ 0.2636397009126939+0.7334431871490782+0.7037317767740455)/4,=(0.3788734657170379+ 1.0431090040608164+0.7260966634495603+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8998268143286389+0.8955040709703028+0.02764427794051031)/4,=(0.37416993149333594+ 0.13617971989941363+0.4489892267869099+0.2868814874637888)/4,
2018-04-13 13:54:31.944,=(0.4384034738835625+ 0.8896482800792797+1.0052668917212373+0.17707664047575436)/4,=(0.6635679139233913+ 0.28577467797818656+0.7334431871490782+0.7037317767740455)/4,=(0.3788734657170379+ 0.9906281945808778+0.7260966634495603+0.39016536359660486)/4,=(-0.07968806851632837+ 0.8370856423362432+0.8955040709703028+0.02764427794051031)/4,=(0.37416993149333594+ 0.15180625913474818+0.4489892267869099+0.2868814874637888)/4,
